date,project,pod,regression_tests_automated,regression_tests_refactored,regression_tests_executed,regression_tests_passed,regression_tests_failed,shakedown_tests_automated,shakedown_tests_refactored,shakedown_tests_executed,shakedown_tests_passed,shakedown_tests_failed,defects_reported
26-01-2022,ImpactTraining,1,129,44,59,41,18,66,10,5,3,2,0
26-01-2022,Aurora,3,729,398,554,132,422,67,40,59,36,23,6
26-01-2022,BitterLaser,2,492,145,44,18,26,52,43,38,33,5,4
26-01-2022,BitterLaser,2,302,284,175,85,90,55,23,34,25,9,0
26-01-2022,PrimeSeven,3,815,358,190,158,32,89,52,31,9,22,1
26-01-2022,Mustangs,2,486,145,204,18,186,83,17,12,9,3,0
26-01-2023,BitterLaser,2,183,94,77,70,7,86,12,55,19,36,4
26-01-2023,BitterLaser,1,886,760,264,8,256,51,6,23,10,13,1
26-01-2023,GrayPanthers,2,467,80,263,32,231,59,30,26,20,6,2
26-01-2023,GrayPanthers,2,214,211,191,4,187,56,29,41,25,16,5
26-01-2023,Discovery,2,929,325,571,62,509,63,34,34,9,25,3
26-01-2023,ImpactTraining,2,151,92,139,102,37,77,26,38,12,26,1
26-01-2023,Mustangs,3,748,312,728,164,564,77,41,51,1,50,3
26-01-2023,CelestialInterface,2,241,231,221,91,130,88,74,76,14,62,7
26-01-2023,Mustangs,3,151,70,42,15,27,73,37,22,13,9,0
26-02-2021,Aurora,1,926,885,230,191,39,79,67,3,2,1,0
26-02-2021,CelestialInterface,2,537,197,273,62,211,84,59,13,4,9,0
26-02-2021,Mustangs,1,111,66,55,18,37,53,11,5,0,5,0
26-02-2021,Honeycomb,1,141,53,78,54,24,75,5,40,25,15,5
26-02-2021,Honeycomb,3,658,540,455,265,190,65,59,35,23,12,4
26-02-2021,BitterLaser,2,268,150,86,19,67,58,0,44,29,15,0
26-02-2021,CelestialInterface,2,407,7,249,121,128,98,25,80,22,58,1
26-02-2021,PrimeSeven,2,217,209,202,5,197,70,52,8,3,5,0
26-02-2021,Quicksilver,1,959,872,231,75,156,60,51,21,3,18,0
26-02-2021,Mustangs,2,825,394,317,92,225,94,88,9,8,1,0
26-02-2021,PrimeSeven,2,110,9,36,15,21,69,58,18,6,12,0
26-02-2021,GrayPanthers,2,614,33,416,98,318,64,43,43,6,37,4
26-02-2021,Quicksilver,3,744,105,546,489,57,67,28,23,19,4,0
26-02-2021,GrayPanthers,2,895,160,280,119,161,88,28,64,57,7,5
26-02-2021,GrayPanthers,1,979,424,874,284,590,71,0,58,29,29,6
26-02-2021,Discovery,1,131,7,44,27,17,88,70,28,22,6,1
26-02-2022,Aurora,1,316,256,64,5,59,61,45,48,30,18,0
26-02-2022,Mustangs,3,980,350,781,521,260,87,77,61,59,2,1
26-02-2022,CelestialInterface,2,641,264,17,16,1,56,36,1,0,1,0
26-02-2022,ImpactTraining,1,863,232,322,189,133,98,38,58,43,15,2
26-02-2022,ImpactTraining,2,345,149,331,262,69,62,61,3,2,1,0
26-02-2022,Discovery,3,485,313,368,226,142,100,66,36,18,18,4
26-02-2022,PrimeSeven,3,551,13,526,259,267,68,46,51,22,29,4
26-02-2022,ImpactTraining,2,219,173,72,20,52,93,82,20,19,1,1
26-02-2023,Mustangs,3,422,271,402,269,133,65,31,5,0,5,0
26-02-2023,Discovery,3,747,335,419,87,332,61,15,25,21,4,1
26-02-2023,Mustangs,2,101,56,4,1,3,86,20,48,4,44,2
26-02-2023,Aurora,1,891,560,344,182,162,55,14,32,16,16,3
26-02-2023,Honeycomb,1,417,233,220,113,107,91,72,68,33,35,7
26-02-2023,Quicksilver,2,399,135,316,272,44,59,19,2,1,1,0
26-02-2023,BitterLaser,3,865,659,619,480,139,66,29,43,4,39,3
26-02-2023,GrayPanthers,1,406,382,136,96,40,77,23,35,18,17,2
26-02-2023,PrimeSeven,2,354,278,202,30,172,100,54,4,1,3,0
26-02-2023,Discovery,3,253,204,97,76,21,57,54,49,26,23,2
26-02-2023,Quicksilver,1,310,214,302,171,131,61,5,45,16,29,5
26-03-2021,Discovery,2,607,484,555,59,496,96,18,84,28,56,2
26-03-2021,BitterLaser,3,945,207,853,565,288,62,45,15,12,3,1
26-03-2021,Discovery,2,295,271,247,43,204,97,78,34,4,30,1
26-03-2021,Aurora,1,964,515,47,40,7,71,52,57,34,23,7
26-03-2021,CelestialInterface,2,540,415,28,15,13,72,50,45,20,25,3
26-03-2021,PrimeSeven,3,920,881,863,608,255,75,60,27,0,27,3
26-03-2021,Honeycomb,3,413,113,178,134,44,92,91,66,54,12,1
26-03-2021,CelestialInterface,2,717,415,417,194,223,80,6,44,35,9,2
26-03-2021,PrimeSeven,2,692,144,183,132,51,79,20,0,0,0,0
26-03-2021,ImpactTraining,2,854,700,296,277,19,64,55,5,2,3,0
26-03-2021,Mustangs,1,957,472,203,9,194,57,13,0,0,0,0
26-03-2021,Quicksilver,3,283,271,121,3,118,76,27,4,3,1,0
26-03-2022,Discovery,1,475,290,175,168,7,97,31,83,21,62,3
26-03-2022,Discovery,2,682,11,287,156,131,76,14,35,30,5,1
26-03-2022,GrayPanthers,2,499,305,78,19,59,94,26,46,23,23,1
26-03-2022,Mustangs,1,882,376,280,214,66,76,74,33,19,14,0
26-03-2022,Discovery,3,911,246,481,286,195,57,6,44,3,41,0
26-03-2022,BitterLaser,1,135,109,51,9,42,72,35,67,41,26,7
26-03-2022,ImpactTraining,2,734,468,268,211,57,64,2,57,56,1,4
26-03-2022,Aurora,3,689,586,289,35,254,52,12,18,15,3,1
26-03-2023,Quicksilver,1,272,77,63,52,11,90,72,36,0,36,2
26-03-2023,PrimeSeven,2,844,558,562,444,118,91,79,5,4,1,0
26-03-2023,GrayPanthers,2,158,137,112,110,2,77,58,45,22,23,0
26-03-2023,GrayPanthers,3,901,58,756,745,11,83,17,43,23,20,5
26-03-2023,GrayPanthers,3,357,125,41,38,3,59,13,2,1,1,0
26-03-2023,Quicksilver,2,235,40,49,12,37,73,51,1,0,1,0
26-03-2023,Discovery,3,232,158,190,110,80,86,64,57,15,42,6
26-03-2023,Aurora,1,267,107,216,170,46,71,43,21,14,7,1
26-03-2023,BitterLaser,1,959,704,19,17,2,62,8,45,15,30,4
26-03-2023,Discovery,1,255,62,231,53,178,79,41,38,29,9,2
26-04-2021,BitterLaser,3,731,572,319,243,76,55,36,5,2,3,0
26-04-2021,GrayPanthers,1,976,148,611,497,114,86,10,37,11,26,1
26-04-2021,Discovery,3,473,1,351,341,10,50,18,27,3,24,0
26-04-2021,BitterLaser,2,423,291,178,87,91,95,57,85,32,53,10
26-04-2021,CelestialInterface,3,879,733,379,106,273,74,65,63,34,29,6
26-04-2021,Quicksilver,3,327,51,296,240,56,92,89,27,12,15,1
26-04-2021,CelestialInterface,1,168,139,11,10,1,70,56,60,4,56,0
26-04-2021,ImpactTraining,1,931,748,734,624,110,56,28,15,1,14,1
26-04-2021,ImpactTraining,1,959,628,36,13,23,79,53,29,19,10,0
26-04-2022,Aurora,3,978,639,302,50,252,50,36,24,14,10,1
26-04-2022,PrimeSeven,1,814,225,597,311,286,71,2,48,9,39,1
26-04-2022,Quicksilver,2,321,224,4,3,1,85,31,4,3,1,0
26-04-2022,Mustangs,2,464,138,108,56,52,52,39,1,0,1,0
26-04-2022,CelestialInterface,1,170,36,13,4,9,71,28,41,9,32,2
26-04-2022,BitterLaser,1,127,107,20,9,11,61,22,58,9,49,1
26-04-2022,Discovery,1,376,373,368,284,84,58,35,28,13,15,2
26-04-2022,PrimeSeven,1,540,496,331,165,166,77,47,31,19,12,3
26-04-2022,PrimeSeven,2,839,333,298,28,270,63,22,43,18,25,3
26-04-2023,ImpactTraining,1,512,122,221,41,180,58,53,23,2,21,0
26-04-2023,Mustangs,1,649,274,545,265,280,92,41,77,18,59,8
26-04-2023,Honeycomb,2,777,668,703,586,117,59,11,41,39,2,1
26-04-2023,BitterLaser,2,103,1,78,5,73,52,11,49,41,8,3
26-04-2023,Mustangs,3,504,197,416,289,127,78,64,48,21,27,0
26-04-2023,Aurora,2,595,315,158,68,90,81,60,63,48,15,7
26-04-2023,ImpactTraining,2,276,20,21,15,6,64,47,3,2,1,0
26-05-2021,Discovery,3,425,170,196,92,104,56,38,17,10,7,0
26-05-2021,ImpactTraining,2,115,32,4,3,1,80,51,78,69,9,9
26-05-2021,ImpactTraining,3,740,266,646,233,413,61,50,22,20,2,1
26-05-2021,BitterLaser,3,113,58,62,4,58,71,54,51,46,5,5
26-05-2021,PrimeSeven,1,984,91,346,214,132,93,23,68,38,30,7
26-05-2021,GrayPanthers,2,167,91,60,44,16,67,3,19,9,10,1
26-05-2021,BitterLaser,2,391,101,383,297,86,56,52,2,0,2,0
26-05-2021,ImpactTraining,1,277,120,103,52,51,82,51,52,24,28,4
26-05-2021,Discovery,1,486,278,330,318,12,98,91,91,2,89,3
26-05-2021,ImpactTraining,1,594,341,153,4,149,87,62,83,73,10,9
26-05-2021,GrayPanthers,3,345,319,77,13,64,63,59,14,5,9,1
26-05-2022,Honeycomb,2,747,57,392,138,254,79,47,22,13,9,0
26-05-2022,Aurora,3,922,703,295,55,240,51,22,8,6,2,0
26-05-2022,PrimeSeven,2,860,513,676,124,552,95,83,38,22,16,2
26-05-2022,Quicksilver,3,831,730,575,177,398,73,23,36,20,16,4
26-05-2022,Aurora,3,887,790,736,79,657,72,29,26,17,9,0
26-05-2022,Honeycomb,3,462,437,349,136,213,54,2,2,1,1,0
26-05-2022,CelestialInterface,1,319,128,4,1,3,65,22,49,31,18,3
26-05-2022,Discovery,1,609,356,596,286,310,82,55,17,13,4,1
26-05-2023,Discovery,3,940,93,201,147,54,85,62,46,44,2,1
26-05-2023,Honeycomb,2,653,68,649,462,187,64,10,8,2,6,0
26-05-2023,ImpactTraining,3,870,729,510,171,339,64,60,56,36,20,4
26-05-2023,Quicksilver,3,926,881,46,26,20,76,26,63,17,46,4
26-05-2023,GrayPanthers,1,435,225,91,12,79,51,19,35,21,14,2
26-05-2023,BitterLaser,2,758,374,726,273,453,59,19,14,10,4,0
26-05-2023,Honeycomb,3,233,197,187,119,68,80,15,56,35,21,0
26-05-2023,Mustangs,2,649,402,386,195,191,97,83,3,1,2,0
26-05-2023,Mustangs,3,195,127,95,73,22,99,90,3,0,3,0
26-05-2023,Quicksilver,3,137,60,38,3,35,95,82,78,14,64,1
26-05-2023,Discovery,1,858,79,332,99,233,67,10,56,44,12,7
26-05-2023,CelestialInterface,3,636,393,150,102,48,93,53,83,43,40,7
26-05-2023,BitterLaser,1,426,152,182,58,124,57,24,4,3,1,0
26-05-2023,Quicksilver,3,968,248,823,669,154,60,6,18,17,1,1
26-06-2021,CelestialInterface,2,629,319,98,89,9,53,13,11,9,2,0
26-06-2021,BitterLaser,2,587,584,507,323,184,80,78,8,5,3,0
26-06-2021,Aurora,3,413,152,86,49,37,52,15,39,24,15,0
26-06-2021,Discovery,1,619,41,71,38,33,73,39,19,8,11,1
26-06-2021,Honeycomb,2,899,13,349,145,204,52,19,32,16,16,3
26-06-2021,Mustangs,3,834,75,748,375,373,89,22,31,14,17,1
26-06-2021,Discovery,1,994,202,983,883,100,60,27,41,33,8,4
26-06-2021,Honeycomb,1,904,703,208,60,148,56,8,17,8,9,0
26-06-2021,ImpactTraining,2,135,14,75,41,34,88,9,81,14,67,8
26-06-2022,Honeycomb,1,972,153,378,189,189,79,9,63,1,62,0
26-06-2022,Aurora,2,842,483,751,142,609,88,78,73,15,58,6
26-06-2022,Honeycomb,1,581,437,85,29,56,100,60,93,26,67,6
26-06-2022,BitterLaser,3,786,227,185,35,150,72,42,49,9,40,2
26-06-2022,ImpactTraining,2,167,165,143,55,88,94,31,22,17,5,1
26-06-2022,Discovery,3,787,138,15,0,15,77,51,60,45,15,6
26-06-2022,Honeycomb,3,216,78,6,5,1,79,66,54,10,44,5
26-06-2022,BitterLaser,1,623,199,392,375,17,65,9,52,48,4,6
26-06-2022,PrimeSeven,1,169,133,113,11,102,70,35,30,12,18,2
26-06-2023,Quicksilver,2,170,114,0,0,0,69,16,54,31,23,7
26-06-2023,GrayPanthers,1,164,13,61,52,9,84,79,69,49,20,7
26-06-2023,ImpactTraining,3,702,292,340,295,45,89,3,85,76,9,8
26-06-2023,CelestialInterface,2,289,167,50,17,33,81,68,69,1,68,7
26-06-2023,ImpactTraining,2,981,71,924,801,123,60,2,22,4,18,1
26-06-2023,BitterLaser,1,608,105,223,88,135,97,78,19,3,16,0
26-06-2023,PrimeSeven,3,903,299,63,49,14,92,19,35,29,6,4
26-06-2023,CelestialInterface,3,894,136,654,37,617,95,28,20,7,13,2
26-07-2021,BitterLaser,3,179,101,44,14,30,58,30,12,1,11,0
26-07-2021,PrimeSeven,2,373,327,325,24,301,77,29,32,9,23,3
26-07-2021,Honeycomb,1,734,507,21,16,5,100,46,66,22,44,2
26-07-2021,ImpactTraining,2,724,13,258,153,105,98,52,50,11,39,4
26-07-2021,Discovery,1,834,694,416,39,377,99,87,73,21,52,9
26-07-2021,Honeycomb,1,130,111,69,27,42,52,44,19,0,19,0
26-07-2021,Honeycomb,2,780,444,581,317,264,62,60,28,26,2,0
26-07-2021,Honeycomb,3,226,199,91,59,32,91,30,67,35,32,5
26-07-2022,Mustangs,2,764,519,96,48,48,100,82,85,57,28,2
26-07-2022,BitterLaser,3,331,256,206,85,121,90,5,81,52,29,10
26-07-2022,Quicksilver,1,317,275,28,21,7,54,3,17,12,5,1
26-07-2022,Discovery,2,527,319,42,2,40,68,20,23,19,4,1
26-07-2022,Honeycomb,3,682,388,627,130,497,90,82,56,22,34,5
26-07-2022,BitterLaser,2,970,147,533,312,221,89,12,48,6,42,4
26-07-2022,ImpactTraining,3,988,556,915,528,387,77,18,24,5,19,1
26-07-2022,BitterLaser,3,112,21,80,50,30,78,8,62,14,48,5
26-07-2022,BitterLaser,2,238,83,54,38,16,64,50,12,2,10,0
26-07-2022,Mustangs,1,622,110,281,58,223,81,12,20,17,3,2
26-07-2022,CelestialInterface,2,736,35,219,75,144,70,67,16,5,11,1
26-07-2023,ImpactTraining,3,724,475,459,104,355,69,4,11,7,4,0
26-07-2023,GrayPanthers,1,759,14,23,6,17,59,35,39,1,38,3
26-07-2023,PrimeSeven,1,735,265,342,75,267,71,5,70,40,30,7
26-07-2023,Quicksilver,3,850,563,56,40,16,92,59,28,2,26,2
26-07-2023,CelestialInterface,3,720,615,280,238,42,71,31,67,54,13,5
26-07-2023,Honeycomb,2,226,142,32,12,20,52,50,36,29,7,2
26-07-2023,CelestialInterface,3,501,233,142,36,106,52,29,16,1,15,1
26-07-2023,BitterLaser,1,190,155,79,63,16,86,6,8,1,7,0
26-07-2023,Quicksilver,2,904,444,288,82,206,68,16,48,33,15,5
26-07-2023,PrimeSeven,2,997,154,541,299,242,98,14,66,20,46,4
26-07-2023,ImpactTraining,2,514,368,103,66,37,79,33,54,21,33,6
26-07-2023,Discovery,3,203,50,136,78,58,56,8,1,0,1,0
26-07-2023,PrimeSeven,2,758,285,561,322,239,83,39,61,56,5,0
26-07-2023,Quicksilver,1,106,71,95,9,86,93,70,75,38,37,7
26-08-2021,Quicksilver,2,116,9,89,23,66,55,20,31,1,30,1
26-08-2021,ImpactTraining,2,220,79,163,28,135,51,17,48,40,8,6
26-08-2021,ImpactTraining,3,429,417,389,140,249,67,66,19,12,7,1
26-08-2021,GrayPanthers,1,771,492,424,328,96,98,89,6,0,6,0
26-08-2021,Mustangs,3,527,435,42,24,18,59,29,24,5,19,2
26-08-2021,Mustangs,1,162,135,117,96,21,92,45,80,13,67,6
26-08-2021,Mustangs,1,235,207,26,18,8,68,57,64,12,52,4
26-08-2022,Mustangs,1,394,68,61,2,59,90,38,74,12,62,0
26-08-2022,Discovery,3,533,263,16,3,13,94,62,25,15,10,1
26-08-2022,Honeycomb,3,423,109,87,47,40,93,31,77,62,15,3
26-08-2022,Mustangs,2,208,127,124,36,88,74,71,4,2,2,0
26-08-2022,ImpactTraining,1,867,756,604,152,452,68,41,66,62,4,1
26-08-2022,Quicksilver,1,372,21,59,47,12,65,26,11,4,7,0
26-08-2022,Discovery,3,619,576,535,483,52,52,11,24,15,9,0
26-08-2022,CelestialInterface,2,661,131,97,41,56,61,34,5,2,3,0
26-08-2023,CelestialInterface,1,852,12,428,43,385,78,41,44,1,43,5
26-08-2023,BitterLaser,3,496,103,304,0,304,70,45,68,40,28,7
26-08-2023,PrimeSeven,2,771,618,559,481,78,82,21,61,49,12,0
26-08-2023,Discovery,2,205,49,4,2,2,88,32,30,11,19,0
26-08-2023,Mustangs,3,435,227,329,92,237,90,45,46,11,35,0
26-08-2023,Aurora,2,431,125,342,132,210,90,9,67,64,3,1
26-09-2021,Aurora,1,539,265,119,111,8,100,22,90,72,18,12
26-09-2021,Honeycomb,1,713,665,443,386,57,60,7,7,4,3,0
26-09-2021,PrimeSeven,2,632,74,626,609,17,51,21,19,0,19,0
26-09-2021,Aurora,3,265,44,72,57,15,58,13,45,34,11,0
26-09-2021,Discovery,3,382,198,223,197,26,56,45,22,1,21,2
26-09-2021,PrimeSeven,3,885,487,448,171,277,71,9,38,35,3,0
26-09-2021,ImpactTraining,3,636,508,546,486,60,66,0,36,33,3,3
26-09-2021,Quicksilver,3,268,114,143,74,69,54,50,48,30,18,1
26-09-2021,Aurora,1,249,243,40,22,18,74,40,58,2,56,6
26-09-2021,CelestialInterface,1,453,132,30,13,17,85,42,46,18,28,3
26-09-2021,BitterLaser,1,405,284,113,4,109,85,36,51,29,22,5
26-09-2022,ImpactTraining,1,949,113,185,14,171,66,47,0,0,0,0
26-09-2022,CelestialInterface,3,825,450,120,28,92,95,76,76,71,5,2
26-09-2022,GrayPanthers,1,850,88,312,35,277,70,55,5,0,5,0
26-09-2022,Aurora,2,284,135,26,9,17,97,95,41,29,12,3
26-09-2022,ImpactTraining,2,313,298,293,42,251,75,29,63,50,13,4
26-09-2022,Honeycomb,3,153,119,135,117,18,56,37,36,8,28,3
26-09-2022,BitterLaser,2,694,95,83,4,79,57,44,24,0,24,1
26-09-2022,CelestialInterface,1,475,301,140,65,75,69,7,49,26,23,1
26-09-2022,Aurora,1,993,487,469,285,184,67,45,38,15,23,1
26-09-2022,BitterLaser,3,977,477,263,55,208,70,2,52,46,6,6
26-09-2022,Honeycomb,2,189,47,46,45,1,61,25,13,8,5,0
26-09-2023,BitterLaser,2,578,278,322,201,121,88,81,72,42,30,0
26-09-2023,Honeycomb,3,489,237,415,303,112,86,59,75,27,48,8
26-09-2023,Honeycomb,1,215,25,78,39,39,83,10,20,13,7,2
26-09-2023,GrayPanthers,3,561,518,430,409,21,58,20,42,7,35,0
26-09-2023,ImpactTraining,3,688,409,614,511,103,72,62,50,4,46,3
26-09-2023,Honeycomb,2,543,231,507,373,134,93,89,26,22,4,2
26-09-2023,ImpactTraining,1,181,179,118,20,98,83,5,0,0,0,0
26-09-2023,CelestialInterface,2,709,304,493,429,64,93,75,82,44,38,1
26-09-2023,Discovery,1,831,562,388,256,132,56,20,14,3,11,1
26-09-2023,PrimeSeven,2,208,129,132,46,86,78,20,24,12,12,1
26-09-2023,Mustangs,1,747,698,11,2,9,70,58,51,37,14,3
26-09-2023,PrimeSeven,2,248,244,2,1,1,73,7,39,19,20,1
26-09-2023,Quicksilver,3,605,56,578,365,213,99,6,74,13,61,9
26-10-2021,BitterLaser,1,336,207,138,108,30,58,11,46,40,6,2
26-10-2021,Mustangs,2,323,16,65,63,2,61,59,10,0,10,0
26-10-2021,GrayPanthers,1,324,144,265,253,12,82,8,66,33,33,2
26-10-2021,Honeycomb,3,798,711,214,175,39,100,19,68,67,1,7
26-10-2021,Honeycomb,3,547,68,129,19,110,87,13,8,1,7,0
26-10-2022,Mustangs,3,610,405,284,204,80,88,51,53,11,42,6
26-10-2022,PrimeSeven,1,645,383,563,122,441,96,86,22,5,17,1
26-10-2022,Discovery,3,598,293,494,106,388,75,51,63,34,29,2
26-10-2022,Quicksilver,2,597,39,124,58,66,65,20,22,11,11,1
26-10-2022,Aurora,2,548,222,422,26,396,50,10,38,9,29,1
26-10-2023,Mustangs,1,854,588,435,88,347,59,5,18,4,14,1
26-10-2023,CelestialInterface,2,171,132,84,2,82,96,51,36,28,8,2
26-10-2023,Quicksilver,2,735,32,686,238,448,98,31,41,19,22,1
26-10-2023,Mustangs,2,821,37,28,8,20,87,58,44,12,32,4
26-10-2023,Honeycomb,1,628,215,222,27,195,55,5,0,0,0,0
26-10-2023,PrimeSeven,1,205,108,144,8,136,98,11,1,0,1,0
26-11-2021,BitterLaser,2,279,134,44,26,18,54,39,29,1,28,0
26-11-2021,Quicksilver,1,103,90,34,8,26,53,15,10,6,4,0
26-11-2021,Discovery,3,688,32,470,44,426,56,19,47,18,29,6
26-11-2021,GrayPanthers,1,443,118,422,45,377,70,37,18,11,7,0
26-11-2021,BitterLaser,1,848,202,813,783,30,73,68,58,29,29,2
26-11-2021,ImpactTraining,1,473,207,180,135,45,81,24,25,6,19,0
26-11-2021,CelestialInterface,2,933,805,477,9,468,84,16,23,17,6,0
26-11-2022,Honeycomb,1,314,81,158,93,65,56,1,22,6,16,2
26-11-2022,Mustangs,3,744,108,40,15,25,68,63,58,52,6,4
26-11-2022,BitterLaser,1,891,435,658,452,206,89,20,14,5,9,1
26-11-2022,BitterLaser,1,695,97,356,169,187,70,39,53,25,28,5
26-11-2022,GrayPanthers,3,367,85,327,144,183,62,9,39,14,25,1
26-11-2022,ImpactTraining,2,308,233,31,7,24,100,43,88,55,33,6
26-11-2022,BitterLaser,1,884,688,265,115,150,89,38,87,41,46,3
26-11-2022,BitterLaser,2,139,99,42,17,25,99,64,18,17,1,0
26-11-2022,Quicksilver,3,143,20,3,1,2,61,46,18,3,15,0
26-11-2022,GrayPanthers,1,266,87,192,112,80,64,7,8,7,1,0
26-11-2023,PrimeSeven,1,722,113,523,508,15,83,64,40,4,36,1
26-11-2023,Honeycomb,1,386,46,201,90,111,73,26,51,28,23,0
26-11-2023,ImpactTraining,1,644,137,61,32,29,100,39,12,3,9,0
26-11-2023,Discovery,1,196,51,106,99,7,50,23,48,45,3,5
26-11-2023,GrayPanthers,2,456,254,397,286,111,100,54,27,20,7,0
26-11-2023,Discovery,1,487,373,67,62,5,74,63,12,8,4,0
26-11-2023,Quicksilver,3,329,220,271,22,249,67,58,35,4,31,1
26-11-2023,Quicksilver,1,316,166,25,5,20,80,4,0,0,0,0
26-11-2023,GrayPanthers,2,313,40,290,166,124,51,43,36,22,14,0
26-11-2023,Aurora,1,953,340,403,96,307,73,12,56,16,40,4
26-11-2023,Mustangs,3,413,54,127,86,41,82,60,19,10,9,1
26-11-2023,Aurora,2,571,262,143,47,96,93,15,39,18,21,3
26-12-2021,ImpactTraining,2,546,414,481,102,379,94,77,90,70,20,3
26-12-2021,Quicksilver,3,385,47,183,26,157,60,19,20,12,8,2
26-12-2021,CelestialInterface,2,185,153,122,35,87,83,34,37,35,2,0
26-12-2021,Discovery,1,407,349,135,57,78,84,58,50,33,17,5
26-12-2021,GrayPanthers,3,427,395,230,28,202,94,68,29,12,17,2
26-12-2021,Aurora,3,954,754,587,397,190,75,71,69,28,41,1
26-12-2021,BitterLaser,1,111,89,4,3,1,71,13,15,0,15,1
26-12-2022,Aurora,3,316,274,211,118,93,59,18,12,0,12,0
26-12-2022,PrimeSeven,2,108,15,21,14,7,90,51,63,58,5,0
26-12-2022,CelestialInterface,3,211,205,182,121,61,51,47,24,17,7,0
26-12-2022,Mustangs,2,476,16,115,62,53,60,30,14,6,8,1
26-12-2022,Discovery,2,813,496,790,646,144,83,31,39,19,20,1
26-12-2022,Honeycomb,1,787,664,315,314,1,59,22,33,29,4,1
26-12-2022,GrayPanthers,3,174,129,151,141,10,58,10,3,2,1,0
26-12-2022,PrimeSeven,2,959,925,385,202,183,67,18,30,4,26,2
26-12-2022,Honeycomb,1,478,297,242,65,177,88,66,17,14,3,0
26-12-2022,ImpactTraining,2,123,10,120,10,110,79,15,3,0,3,0
26-12-2022,Discovery,1,915,210,232,180,52,66,0,32,25,7,1
26-12-2022,Discovery,1,279,252,268,168,100,91,11,58,31,27,7
26-12-2022,Discovery,2,142,11,97,86,11,68,52,12,4,8,0
26-12-2023,GrayPanthers,1,884,94,624,392,232,89,56,83,1,82,8
26-12-2023,GrayPanthers,2,161,98,152,41,111,60,37,23,8,15,1
26-12-2023,Honeycomb,3,522,24,72,40,32,74,1,26,24,2,1
26-12-2023,Honeycomb,1,817,8,806,565,241,82,5,3,1,2,0
26-12-2023,Aurora,1,780,74,8,4,4,53,52,38,36,2,1
26-12-2023,Mustangs,2,915,131,875,68,807,58,28,56,39,17,6
26-12-2023,Quicksilver,1,311,190,252,206,46,71,54,40,27,13,5
26-12-2023,Honeycomb,1,470,109,277,252,25,74,45,31,4,27,1
27-01-2021,ImpactTraining,1,892,82,857,319,538,71,29,29,28,1,3
27-01-2021,Quicksilver,3,749,86,165,105,60,91,33,53,34,19,3
27-01-2021,PrimeSeven,2,947,820,619,422,197,53,40,24,10,14,0
27-01-2021,Aurora,2,236,183,200,8,192,75,15,30,9,21,1
27-01-2021,Mustangs,1,397,261,76,60,16,62,10,52,35,17,5
27-01-2021,BitterLaser,1,325,148,278,26,252,69,15,34,16,18,4
27-01-2021,PrimeSeven,3,743,19,629,261,368,70,29,13,3,10,0
27-01-2021,Quicksilver,2,501,500,471,281,190,57,24,2,1,1,0
27-01-2021,GrayPanthers,3,389,231,266,226,40,71,29,28,6,22,1
27-01-2021,GrayPanthers,2,808,319,427,93,334,91,61,32,9,23,1
27-01-2022,Discovery,1,363,273,101,57,44,56,50,23,3,20,1
27-01-2022,Discovery,2,725,331,483,285,198,83,7,39,15,24,4
27-01-2022,BitterLaser,3,556,170,418,333,85,56,22,41,11,30,5
27-01-2022,ImpactTraining,1,684,576,208,80,128,70,32,58,38,20,1
27-01-2022,Honeycomb,2,943,459,805,265,540,86,71,24,10,14,1
27-01-2022,GrayPanthers,1,939,926,113,25,88,85,61,52,23,29,4
27-01-2022,Discovery,1,573,171,551,249,302,86,20,1,0,1,0
27-01-2022,GrayPanthers,1,208,94,187,87,100,55,41,37,36,1,2
27-01-2023,Discovery,1,324,307,105,31,74,75,62,25,6,19,0
27-01-2023,BitterLaser,1,688,425,587,278,309,81,62,68,67,1,2
27-01-2023,Mustangs,1,734,713,360,99,261,82,23,69,49,20,9
27-01-2023,ImpactTraining,2,1000,157,60,12,48,76,7,28,27,1,1
27-01-2023,ImpactTraining,3,413,145,327,92,235,73,47,1,0,1,0
27-01-2023,Mustangs,1,971,690,415,262,153,98,7,39,24,15,3
27-01-2023,ImpactTraining,2,461,123,103,61,42,86,79,70,49,21,6
27-01-2023,BitterLaser,2,762,250,666,360,306,90,15,14,7,7,0
27-01-2023,Discovery,3,408,258,386,67,319,57,52,40,21,19,5
27-01-2023,Aurora,3,977,156,616,543,73,56,13,3,0,3,0
27-01-2023,ImpactTraining,2,474,323,81,58,23,98,94,74,24,50,5
27-01-2023,Quicksilver,2,389,387,351,56,295,59,40,44,9,35,5
27-01-2023,Honeycomb,3,294,267,240,199,41,99,79,56,52,4,7
27-01-2023,ImpactTraining,3,201,166,172,169,3,82,81,13,0,13,0
27-01-2023,Quicksilver,1,179,54,163,146,17,73,52,3,2,1,0
27-02-2021,Aurora,2,345,39,74,62,12,93,5,48,11,37,6
27-02-2021,PrimeSeven,2,300,152,10,5,5,90,12,74,1,73,5
27-02-2021,Aurora,2,780,282,526,107,419,51,28,16,13,3,0
27-02-2021,Honeycomb,2,366,284,95,81,14,92,88,66,52,14,5
27-02-2021,Discovery,3,818,660,608,46,562,83,77,51,36,15,5
27-02-2021,CelestialInterface,3,598,234,117,73,44,93,30,26,17,9,0
27-02-2021,Discovery,1,194,191,60,47,13,64,45,29,1,28,0
